Id,Labels
322,26
323,2
324,19
325,2
326,1
327,2
328,2
329,2
330,2
331,2
332,19
333,2
334,4
335,2
336,2
337,17
338,3
339,2
340,2
341,1
342,35
343,1
344,4
345,1
346,13
347,13
348,13
349,21
350,13
351,2
352,14
353,13
354,3
355,4
356,13
357,1
358,13
359,13
360,32
361,13
362,3
363,37
364,1
365,13
366,2
367,2
368,4
369,15
370,13
371,2
372,13
373,37
374,19
375,13
376,4
377,29
378,13
379,19
380,13
381,1
382,12
383,35
384,50
385,13
386,1
387,2
388,13
389,13
390,13
391,13
392,13
393,13
394,1
395,4
396,16
397,17
398,1
399,13
400,2
401,19
402,13
403,1
404,1
405,3
406,37
407,1
408,17
409,13
410,35
411,13
412,55
413,1
414,13
415,13
416,16
417,14
418,13
419,37
420,19
421,13
422,16
423,13
424,13
425,2
426,43
427,13
428,19
429,35
430,2
431,1
432,1
433,5
434,13
435,21
436,3
437,13
438,16
439,35
440,13
441,13
442,37
443,2
444,13
445,37
446,2
447,37
448,37
449,4
450,2
451,12
452,7
453,37
454,2
455,43
456,12
457,4
458,1
459,4
460,8
461,37
462,13
463,13
464,13
465,17
466,1
467,23
468,2
469,15
470,2
471,13
472,2
473,2
474,2
475,13
476,13
477,1
478,1
479,2
480,13
481,13
482,2
483,35
484,35
485,3
486,2
487,2
488,17
489,13
490,3
491,2
492,12
493,1
494,2
495,1
496,2
497,1
498,16
499,1
500,14
501,2
502,1
503,18
504,13
505,2
506,12
507,13
508,1
509,26
510,65
511,13
512,32
513,13
514,38
515,17
516,26
517,17
518,2
519,1
520,2
521,8
522,3
523,13
524,2
525,1
526,1
527,17
528,37
529,17
530,17
531,13
532,2
533,17
534,12
535,17
536,17
537,17
538,17
539,35
540,17
541,17
542,23
543,1
544,1
545,1
546,1
547,1
548,1
549,9
550,2
551,19
552,3
553,59
554,1
555,19
556,13
557,2
558,15
559,13
560,1
561,1
562,4
563,1
564,21
565,13
566,1
567,5
568,14
569,17
570,17
571,37
572,17
573,19
574,13
575,4
576,8
577,37
578,2
579,14
580,29
581,2
582,13
583,9
584,2
585,17
586,8
587,2
588,17
589,23
590,17
591,17
592,2
593,3
594,17
595,3
596,13
597,13
598,3
599,17
600,1
601,16
602,1
603,1
604,13
605,19
606,2
607,16
608,2
609,1
610,16
611,16
612,1
613,16
614,12
615,1
616,14
617,2
618,14
619,3
620,32
621,2
622,19
623,12
624,2
625,2
626,35
627,2
628,37
629,21
630,13
631,2
632,19
633,2
634,14
635,13
636,2
637,35
638,13
639,2
640,1
641,8
642,2
643,14
644,1
645,17
646,2
647,13
648,13
649,13
650,1
651,13
652,37
653,1
654,13
655,8
656,1
657,13
658,2
659,14
660,1
661,15
662,13
663,1
664,13
665,13
666,4
667,2
668,13
669,14
670,17
671,2
672,37
673,15
674,37
675,2
676,4
677,13
678,13
679,13
680,2
681,1
682,4
683,16
684,2
685,19
686,13
687,2
688,13
689,19
690,17
691,43
692,37
693,2
694,37
695,1
696,13
697,13
698,13
699,17
700,35
701,2
702,1
703,2
704,13
705,35
706,1
707,13
708,13
709,1
710,37
711,4
712,16
713,22
714,2
715,13
716,3
717,13
718,3
719,13
720,2
721,13
722,13
723,18
724,37
725,3
726,1
727,35
728,2
729,2
730,35
731,2
732,13
733,2
734,16
735,13
736,2
737,3
738,16
739,2
740,2
741,17
742,13
743,1
744,13
745,8
746,13
747,2
748,15
749,1
750,2
751,2
752,2
753,29
754,32
755,1
756,23
757,13
758,13
759,16
760,2
761,16
762,14
763,16
764,21
765,16
766,16
767,13
768,13
769,4
770,13
771,13
772,1
773,29
774,15
775,32
776,13
777,37
778,19
779,16
780,16
781,17
782,13
783,37
784,13
785,2
786,1
787,13
788,1
789,2
790,1
791,46
792,48
793,19
794,13
795,29
796,23
797,2
798,2
799,37
800,37
801,13
802,13
803,13
804,1
805,19
806,13
807,1
808,1
809,32
810,1
811,38
812,19
813,37
814,23
815,35
816,17
817,3
818,1
819,2
820,1
821,2
822,13
823,35
824,3
825,1
826,37
827,2
828,2
829,1
830,2
831,2
832,2
833,19
834,9
835,9
836,9
837,1
838,43
839,13
840,28
841,4
842,3
843,13
844,2
845,19
846,21
847,19
848,2
849,2
850,2
851,1
852,2
853,2
854,1
855,1
856,13
857,1
858,2
859,2
860,2
861,2
862,2
863,37
864,2
865,1
866,29
867,35
868,19
869,19
870,14
871,14
872,3
873,3
874,13
875,65
876,13
877,2
878,13
879,1
880,13
881,2
882,13
883,13
884,37
885,29
886,13
887,65
888,2
889,43
890,3
891,13
892,4
893,4
894,2
895,1
896,4
897,2
898,21
899,14
900,29
901,13
902,1
903,3
904,1
905,13
906,1
907,2
908,13
909,13
910,13
911,13
912,13
913,2
914,21
915,29
916,13
917,65
918,43
919,59
920,4
921,2
922,35
923,9
924,13
925,17
926,13
927,4
928,59
929,3
930,14
931,15
932,2
933,2
934,13
935,4
936,29
937,13
938,13
939,13
940,2
941,1
942,1
943,17
944,16
945,29
946,3
947,13
948,29
949,13
950,13
951,37
952,15
953,13
954,14
955,44
956,2
957,21
958,2
959,1
960,13
961,2
962,17
963,2
964,16
965,29
966,13
967,13
968,1
969,29
970,2
971,1
972,16
973,1
974,29
975,2
976,14
977,21
978,13
979,7
980,1
981,13
982,16
983,16
984,12
985,2
986,13
987,17
988,14
989,3
990,13
991,2
992,2
993,37
994,13
995,2
996,21
997,13
998,3
999,21
1000,13
1001,1
1002,2
1003,12
1004,1
1005,14
1006,65
1007,65
1008,16
1009,1
1010,13
1011,19
1012,29
1013,21
1014,2
1015,2
1016,3
1017,16
1018,27
1019,37
1020,21
1021,13
1022,35
1023,3
1024,17
1025,23
1026,55
1027,23
1028,2
1029,32
1030,43
1031,35
1032,23
1033,2
1034,2
1035,2
1036,2
1037,14
1038,17
1039,8
1040,37
1041,2
1042,2
1043,2
1044,40
1045,2
1046,14
1047,17
1048,2
1049,2
1050,35
1051,13
1052,13
1053,29
1054,17
1055,2
1056,35
1057,3
1058,2
1059,23
1060,43
1061,3
1062,13
1063,13
1064,13
1065,20
1066,28
1067,4
1068,13
1069,9
1070,13
1071,13
1072,13
1073,43
1074,13
1075,2
1076,2
1077,1
1078,19
1079,13
1080,2
1081,38
1082,13
1083,13
1084,19
1085,37
1086,32
1087,13
1088,13
1089,35
1090,2
1091,19
1092,14
1093,13
1094,13
1095,13
1096,1
1097,13
1098,13
1099,13
1100,14
1101,13
1102,1
1103,29
1104,1
1105,9
1106,13
1107,4
1108,13
1109,4
1110,1
1111,13
1112,13
1113,13
1114,17
1115,14
1116,43
1117,13
1118,4
1119,35
1120,16
1121,1
1122,2
1123,35
1124,35
1125,1
1126,13
1127,13
1128,14
1129,29
1130,29
1131,29
1132,13
1133,2
1134,2
1135,2
1136,1
1137,12
1138,13
1139,3
1140,12
1141,59
1142,17
1143,13
1144,17
1145,1
1146,13
1147,13
1148,1
1149,19
1150,4
1151,37
1152,2
1153,15
1154,13
1155,13
1156,2
1157,29
1158,13
1159,16
1160,13
1161,2
1162,2
1163,17
1164,14
1165,12
1166,17
1167,12
1168,2
1169,16
1170,13
1171,2
1172,16
1173,9
1174,2
1175,13
1176,17
1177,19
1178,4
1179,13
1180,13
1181,16
1182,2
1183,2
1184,19
1185,16
1186,12
1187,14
1188,44
1189,13
1190,17
1191,14
1192,23
1193,23
1194,1
1195,4
1196,37
1197,17
1198,16
1199,17
1200,17
1201,12
1202,17
1203,17
1204,17
1205,17
1206,14
1207,17
1208,17
1209,17
1210,16
1211,14
1212,13
1213,17
1214,37
1215,19
1216,17
1217,23
1218,35
1219,2
1220,35
1221,13
1222,7
1223,2
1224,19
1225,13
1226,2
1227,2
1228,13
1229,2
1230,19
1231,17
1232,14
1233,17
1234,17
1235,13
1236,43
1237,4
1238,2
1239,37
1240,16
1241,2
1242,1
1243,16
1244,13
1245,42
1246,2
1247,2
1248,48
1249,21
1250,1
1251,16
1252,1
1253,43
1254,25
1255,1
1256,13
1257,13
1258,13
1259,13
1260,2
1261,17
1262,13
1263,1
1264,32
1265,19
1266,59
1267,2
1268,12
1269,2
1270,17
1271,19
1272,17
1273,37
1274,4
1275,19
1276,2
1277,19
1278,29
1279,1
1280,2
1281,13
1282,1
1283,2
1284,37
1285,37
1286,2
1287,19
1288,37
1289,1
1290,2
1291,37
1292,1
1293,2
1294,47
1295,2
1296,2
1297,2
1298,2
1299,2
1300,2
1301,2
1302,2
1303,19
1304,15
1305,29
1306,9
1307,17
1308,9
1309,9
1310,2
1311,2
1312,28
1313,7
1314,14
1315,14
1316,35
1317,23
1318,2
1319,3
1320,7
1321,1
1322,1
1323,1
1324,4
1325,13
1326,13
1327,13
1328,14
1329,13
1330,4
1331,13
1332,13
1333,14
1334,4
1335,34
1336,13
1337,17
1338,37
1339,2
1340,13
1341,4
1342,15
1343,13
1344,13
1345,17
1346,13
1347,4
1348,13
1349,4
1350,8
1351,13
1352,13
1353,43
1354,1
1355,37
1356,23
1357,9
1358,14
1359,17
1360,4
1361,1
1362,14
1363,13
1364,13
1365,2
1366,42
1367,4
1368,16
1369,13
1370,1
1371,13
1372,13
1373,13
1374,4
1375,1
1376,12
1377,17
1378,3
1379,13
1380,1
1381,2
1382,13
1383,13
1384,41
1385,2
1386,7
1387,13
1388,23
1389,37
1390,13
1391,14
1392,37
1393,1
1394,12
1395,17
1396,17
1397,13
1398,13
1399,14
1400,23
1401,13
1402,14
1403,13
1404,13
1405,13
1406,1
1407,1
1408,14
1409,21
1410,37
1411,37
1412,17
1413,17
1414,29
1415,13
1416,16
1417,50
1418,23
1419,13
1420,13
1421,13
1422,14
1423,1
1424,16
1425,16
1426,1
1427,18
1428,2
1429,1
1430,19
1431,2
1432,13
1433,14
1434,13
1435,1
1436,15
1437,1
1438,13
1439,2
1440,1
1441,16
1442,16
1443,14
1444,16
1445,2
1446,3
1447,13
1448,23
1449,23
1450,17
1451,4
1452,1
1453,4
1454,13
1455,7
1456,1
1457,2
1458,4
1459,13
1460,13
1461,13
1462,4
1463,4
1464,2
1465,13
1466,17
1467,3
1468,22
1469,13
1470,3
1471,17
1472,23
1473,1
1474,13
1475,13
1476,19
1477,1
1478,2
1479,16
1480,43
1481,1
1482,37
1483,16
1484,13
1485,1
1486,16
1487,12
1488,16
1489,13
1490,2
1491,17
1492,1
1493,16
1494,1
1495,17
1496,17
1497,17
1498,17
1499,12
1500,13
1501,4
1502,4
1503,1
1504,16
1505,27
1506,16
1507,17
1508,17
1509,23
1510,14
1511,1
1512,16
1513,37
1514,32
1515,1
1516,37
1517,17
1518,17
1519,16
1520,17
1521,1
1522,17
1523,16
1524,17
1525,12
1526,17
1527,37
1528,1
1529,37
1530,19
1531,2
1532,1
1533,2
1534,23
1535,1
1536,9
1537,9
1538,26
1539,13
1540,13
1541,13
1542,4
1543,13
1544,1
1545,1
1546,26
1547,14
1548,26
1549,3
1550,37
1551,17
1552,13
1553,8
1554,14
1555,43
1556,2
1557,32
1558,23
1559,17
1560,13
1561,1
1562,13
1563,32
1564,8
1565,1
1566,1
1567,37
1568,2
1569,2
1570,37
1571,1
1572,2
1573,16
1574,2
1575,13
1576,13
1577,13
1578,13
1579,1
1580,13
1581,1
1582,13
1583,13
1584,38
1585,13
1586,21
1587,1
1588,34
1589,4
1590,13
1591,17
1592,2
1593,37
1594,37
1595,1
1596,13
1597,4
1598,13
1599,1
1600,3
1601,13
1602,13
1603,13
1604,14
1605,2
1606,21
1607,14
1608,3
1609,13
1610,2
1611,37
1612,13
1613,13
1614,13
1615,13
1616,2
1617,2
1618,13
1619,13
1620,2
1621,37
1622,1
1623,13
1624,16
1625,15
1626,17
1627,23
1628,4
1629,32
1630,19
1631,13
1632,16
1633,23
1634,21
1635,13
1636,1
1637,13
1638,28
1639,1
1640,14
1641,37
1642,13
1643,41
1644,13
1645,13
1646,13
1647,21
1648,20
1649,4
1650,7
1651,29
1652,1
1653,37
1654,38
1655,2
1656,13
1657,1
1658,13
1659,14
1660,13
1661,13
1662,23
1663,35
1664,4
1665,13
1666,13
1667,32
1668,13
1669,14
1670,23
1671,2
1672,13
1673,4
1674,13
1675,2
1676,13
1677,13
1678,13
1679,17
1680,13
1681,17
1682,2
1683,2
1684,3
1685,3
1686,13
1687,1
1688,3
1689,1
1690,26
1691,2
1692,2
1693,1
1694,21
1695,1
1696,15
1697,16
1698,15
1699,2
1700,12
1701,37
1702,1
1703,1
1704,17
1705,2
1706,12
1707,4
1708,13
1709,19
1710,37
1711,37
1712,2
1713,37
1714,37
1715,1
1716,13
1717,19
1718,2
1719,2
1720,1
1721,13
1722,37
1723,29
1724,37
1725,16
1726,13
1727,13
1728,13
1729,13
1730,2
1731,19
1732,2
1733,37
1734,19
1735,2
1736,13
1737,1
1738,16
1739,16
1740,19
1741,2
1742,13
1743,13
1744,13
1745,13
1746,13
1747,13
1748,13
1749,1
1750,40
1751,2
1752,13
1753,1
1754,1
1755,4
1756,1
1757,37
1758,2
1759,13
1760,14
1761,1
1762,23
1763,12
1764,4
1765,19
1766,1
1767,16
1768,19
1769,1
1770,4
1771,2
1772,8
1773,3
1774,1
1775,13
1776,1
1777,16
1778,2
1779,2
1780,1
1781,1
1782,16
1783,2
1784,35
1785,16
1786,16
1787,13
1788,21
1789,1
1790,1
1791,3
1792,1
1793,1
1794,3
1795,8
1796,1
1797,13
1798,12
1799,13
1800,13
1801,17
1802,2
1803,79
1804,13
1805,37
1806,3
1807,26
1808,4
1809,1
1810,13
1811,37
1812,20
1813,13
1814,8
1815,21
1816,17
1817,2
1818,2
1819,13
1820,42
1821,2
1822,13
1823,2
1824,13
1825,2
1826,19
1827,2
1828,13
1829,3
1830,8
1831,38
1832,2
1833,1
1834,12
1835,13
1836,2
1837,1
1838,2
1839,13
1840,2
1841,1
1842,23
1843,40
1844,38
1845,16
1846,35
1847,4
1848,13
1849,17
1850,1
1851,43
1852,13
1853,13
1854,13
1855,1
1856,8
1857,1
1858,2
1859,2
1860,29
1861,2
1862,1
1863,37
1864,3
1865,2
1866,2
1867,1
1868,35
1869,2
1870,21
1871,9
1872,7
1873,13
1874,43
1875,2
1876,19
1877,37
1878,3
1879,9
1880,13
1881,2
1882,13
1883,3
1884,35
1885,23
1886,37
1887,13
1888,1
1889,16
1890,1
1891,13
1892,1
1893,1
1894,13
1895,13
1896,2
1897,20
1898,13
1899,29
1900,3
1901,13
1902,16
1903,13
1904,3
1905,2
1906,1
1907,2
1908,17
1909,13
1910,37
1911,2
1912,38
1913,1
1914,13
1915,13
1916,14
1917,14
1918,17
1919,13
1920,43
1921,16
1922,2
1923,21
1924,1
1925,32
1926,35
1927,37
1928,29
1929,13
1930,21
1931,1
1932,23
1933,29
1934,17
1935,2
1936,13
1937,1
1938,13
1939,1
1940,2
1941,2
1942,19
1943,1
1944,3
1945,13
1946,17
1947,2
1948,1
1949,1
1950,16
1951,1
1952,13
1953,13
1954,1
1955,1
1956,38
1957,16
1958,13
1959,1
1960,17
1961,16
1962,1
1963,1
1964,2
1965,13
1966,13
1967,1
1968,1
1969,1
1970,3
1971,2
1972,2
1973,13
1974,44
1975,13
1976,37
1977,19
1978,13
1979,13
1980,2
1981,37
1982,14
1983,43
1984,13
1985,37
1986,2
1987,43
1988,13
1989,4
1990,37
1991,13
1992,14
1993,3
1994,59
1995,14
1996,1
1997,1
1998,19
1999,13
2000,1
2001,13
2002,4
2003,13
2004,2
2005,1
2006,29
2007,23
2008,13
2009,13
2010,19
2011,37
2012,13
2013,37
2014,26
2015,3
2016,14
2017,65
2018,37
2019,13
2020,13
2021,3
2022,35
2023,3
2024,23
2025,19
2026,40
2027,48
2028,65
2029,2
2030,17
2031,17
2032,12
2033,13
2034,17
2035,1
2036,1
2037,13
2038,1
2039,23
2040,21
2041,16
2042,13
2043,13
2044,2
2045,13
2046,13
2047,13
2048,37
2049,1
2050,16
2051,37
2052,44
2053,1
2054,15
2055,19
2056,1
2057,17
2058,29
2059,37
2060,19
2061,37
2062,16
2063,14
2064,13
2065,16
2066,4
2067,37
2068,13
2069,13
2070,16
2071,13
2072,17
2073,13
2074,17
2075,8
2076,13
2077,17
2078,17
2079,2
2080,3
2081,16
2082,37
2083,17
2084,1
2085,17
2086,13
2087,13
2088,1
2089,16
2090,16
2091,1
2092,1
2093,9
2094,13
2095,14
2096,13
2097,32
2098,32
2099,17
2100,13
2101,17
2102,1
2103,1
2104,18
2105,13
2106,4
2107,13
2108,16
2109,16
2110,2
2111,2
2112,37
2113,17
2114,13
2115,17
2116,17
2117,37
2118,37
2119,2
2120,2
2121,35
2122,8
2123,13
2124,2
2125,17
2126,2
2127,16
2128,13
2129,35
2130,55
2131,13
2132,1
2133,16
2134,16
2135,23
2136,37
2137,37
2138,16
2139,37
2140,13
2141,2
2142,1
2143,2
2144,2
2145,1
2146,2
2147,44
2148,23
2149,3
2150,1
2151,13
2152,19
2153,17
2154,13
2155,19
2156,13
2157,2
2158,2
2159,37
2160,2
2161,37
2162,26
2163,2
2164,2
2165,2
2166,2
2167,13
2168,37
2169,8
2170,7
2171,14
2172,2
2173,2
2174,2
2175,2
2176,1
2177,2
2178,21
2179,9
2180,3
2181,9
2182,2
2183,2
2184,2
2185,17
2186,1
2187,13
2188,37
2189,3
2190,13
2191,23
2192,23
2193,2
2194,20
2195,35
2196,2
2197,37
2198,37
2199,37
2200,19
2201,13
2202,13
2203,4
2204,13
2205,2
2206,13
2207,4
2208,37
2209,1
2210,1
2211,13
2212,2
2213,1
2214,12
2215,21
2216,23
2217,13
2218,17
2219,17
2220,17
2221,29
2222,14
2223,13
2224,13
2225,21
2226,2
2227,2
2228,13
2229,14
2230,20
2231,17
2232,50
2233,13
2234,16
2235,9
2236,13
2237,1
2238,4
2239,13
2240,12
2241,37
2242,17
2243,1
2244,23
2245,1
2246,4
2247,13
2248,14
2249,1
2250,13
2251,13
2252,13
2253,13
2254,13
2255,13
2256,13
2257,13
2258,13
2259,2
2260,13
2261,9
2262,13
2263,13
2264,3
2265,13
2266,1
2267,9
2268,1
2269,1
2270,1
2271,23
2272,2
2273,3
2274,2
2275,17
2276,1
2277,1
2278,13
2279,13
2280,4
2281,13
2282,1
2283,16
2284,1
2285,1
2286,1
2287,2
2288,16
2289,37
2290,37
2291,1
2292,16
2293,37
2294,37
2295,16
2296,14
2297,16
2298,1
2299,1
2300,13
2301,1
2302,13
2303,14
2304,13
2305,1
2306,1
2307,14
2308,37
2309,13
2310,21
2311,1
2312,13
2313,1
2314,35
2315,29
2316,13
2317,35
2318,1
2319,1
2320,12
2321,1
2322,1
2323,1
2324,1
2325,1
2326,1
2327,16
2328,16
2329,37
2330,1
2331,1
2332,19
2333,13
2334,9
2335,17
2336,17
2337,13
2338,13
2339,13
2340,35
2341,13
2342,17
2343,1
2344,1
2345,2
2346,13
2347,13
2348,1
2349,1
2350,1
2351,12
2352,17
2353,14
2354,17
2355,17
2356,17
2357,17
2358,2
2359,17
2360,5
2361,17
2362,17
2363,13
2364,14
2365,16
2366,1
2367,2
2368,2
2369,3
2370,1
2371,16
2372,17
2373,17
2374,1
2375,17
2376,8
2377,35
2378,1
2379,14
2380,14
2381,17
2382,17
2383,13
2384,1
2385,8
2386,24
2387,9
2388,17
2389,17
2390,9
2391,1
2392,9
2393,9
2394,2
2395,3
2396,9
2397,37
2398,13
2399,37
2400,14
2401,40
2402,4
2403,3
2404,1
2405,9
2406,16
2407,9
2408,9
2409,13
2410,13
2411,2
2412,17
2413,9
2414,37
2415,37
2416,2
2417,14
2418,3
2419,3
2420,3
2421,1
2422,3
2423,37
2424,3
2425,3
2426,3
2427,3
2428,3
2429,21
2430,2
2431,23
2432,1
2433,1
2434,37
2435,37
2436,19
2437,2
2438,8
2439,15
2440,13
2441,19
2442,2
2443,1
2444,37
2445,34
2446,7
2447,7
2448,37
2449,43
2450,4
2451,41
2452,13
2453,8
2454,13
2455,13
2456,14
2457,29
2458,1
2459,17
2460,2
2461,4
2462,1
2463,13
2464,1
2465,17
2466,37
2467,13
2468,19
2469,1
2470,1
2471,28
2472,3
2473,4
2474,34
2475,8
2476,8
2477,1
2478,1
2479,13
2480,13
2481,13
2482,32
2483,17
2484,1
2485,13
2486,13
2487,13
2488,1
2489,37
2490,13
2491,1
2492,23
2493,1
2494,32
2495,2
2496,13
2497,37
2498,37
2499,65
2500,2
2501,37
2502,3
2503,13
2504,37
2505,17
2506,19
2507,37
2508,1
2509,13
2510,13
2511,14
2512,17
2513,13
2514,32
2515,4
2516,13
2517,2
2518,13
2519,1
2520,13
2521,1
2522,8
2523,8
2524,2
2525,13
2526,37
2527,13
2528,13
2529,13
2530,2
2531,13
2532,1
2533,13
2534,16
2535,14
2536,14
2537,34
2538,3
2539,8
2540,1
2541,13
2542,20
2543,13
2544,13
2545,1
2546,16
2547,14
2548,16
2549,2
2550,13
2551,1
2552,23
2553,1
2554,3
2555,2
2556,4
2557,1
2558,1
2559,1
2560,1
2561,13
2562,14
2563,1
2564,35
2565,2
2566,16
2567,16
2568,16
2569,16
2570,17
2571,34
2572,17
2573,1
2574,13
2575,17
2576,13
2577,2
2578,2
2579,2
2580,14
2581,37
2582,23
2583,1
2584,37
2585,13
2586,13
2587,3
2588,3
2589,2
2590,37
2591,65
2592,1
2593,1
2594,2
2595,2
2596,14
2597,17
2598,17
2599,17
2600,17
2601,2
2602,2
2603,2
2604,13
2605,55
2606,1
2607,1
2608,1
2609,17
2610,17
2611,14
2612,13
2613,1
2614,13
2615,17
2616,35
2617,23
2618,13
2619,13
2620,8
2621,23
2622,13
2623,17
2624,13
2625,5
2626,13
2627,18
2628,59
2629,17
2630,18
2631,59
2632,59
2633,1
2634,17
2635,42
2636,2
2637,2
2638,2
2639,17
2640,17
2641,65
2642,37
2643,2
2644,17
2645,17
2646,2
2647,8
2648,2
2649,2
2650,2
2651,21
2652,1
2653,2
2654,34
2655,19
2656,16
2657,38
2658,8
2659,20
2660,17
2661,3
2662,2
2663,13
2664,23
2665,2
2666,13
2667,43
2668,13
2669,2
2670,2
2671,28
2672,43
2673,2
2674,16
2675,2
2676,14
2677,1
2678,4
2679,2
2680,37
2681,37
2682,19
2683,13
2684,23
2685,13
2686,2
2687,13
2688,13
2689,13
2690,32
2691,13
2692,13
2693,4
2694,13
2695,43
2696,17
2697,13
2698,85
2699,37
2700,85
2701,37
2702,13
2703,13
2704,19
2705,1
2706,17
2707,13
2708,21
2709,2
2710,4
2711,13
2712,16
2713,13
2714,3
2715,13
2716,23
2717,37
2718,29
2719,13
2720,1
2721,13
2722,2
2723,2
2724,1
2725,1
2726,14
2727,1
2728,3
2729,4
2730,35
2731,13
2732,2
2733,1
2734,18
2735,3
2736,3
2737,17
2738,1
2739,13
2740,1
2741,16
2742,29
2743,2
2744,13
2745,4
2746,13
2747,17
2748,14
2749,13
2750,37
2751,3
2752,14
2753,13
2754,13
2755,3
2756,2
2757,13
2758,13
2759,4
2760,8
2761,13
2762,13
2763,37
2764,2
2765,65
2766,37
2767,1
2768,13
2769,13
2770,1
2771,9
2772,1
2773,1
2774,2
2775,1
2776,13
2777,19
2778,17
2779,1
2780,85
2781,19
2782,1
2783,37
2784,16
2785,35
2786,13
2787,37
2788,13
2789,23
2790,1
2791,23
2792,1
2793,16
2794,16
2795,16
2796,2
2797,2
2798,37
2799,85
2800,2
2801,85
2802,2
2803,1
2804,2
2805,2
2806,2
2807,13
2808,2
2809,17
2810,17
2811,17
2812,17
2813,17
2814,17
2815,2
2816,2
2817,13
2818,4
2819,23
2820,19
2821,2
2822,13
2823,55
2824,17
2825,19
2826,1
2827,4
2828,1
2829,2
2830,16
2831,23
2832,1
2833,1
2834,2
2835,17
2836,81
2837,1
2838,17
2839,14
2840,17
2841,17
2842,18
2843,16
2844,17
2845,1
2846,37
2847,37
2848,3
2849,7
2850,13
2851,2
2852,2
2853,46
2854,35
2855,13
2856,13
2857,4
2858,35
2859,4
2860,37
2861,2
2862,37
2863,2
2864,2
2865,13
2866,37
2867,2
2868,2
2869,2
2870,1
2871,3
2872,2
2873,26
2874,2
2875,17
2876,17
2877,2
2878,17
2879,17
2880,37
2881,37
2882,14
2883,2
2884,2
2885,2
2886,2
2887,2
2888,2
2889,2
2890,2
2891,37
2892,42
2893,23
2894,2
2895,3
2896,2
2897,2
2898,2
2899,2
2900,13
2901,2
2902,2
2903,2
2904,9
2905,37
2906,3
2907,2
2908,2
2909,2
2910,2
2911,37
2912,37
2913,1
2914,2
2915,1
2916,2
2917,2
2918,19
2919,2
2920,15
2921,37
2922,42
2923,2
2924,13
2925,19
2926,2
2927,19
2928,19
2929,3
2930,2
2931,2
2932,2
2933,23
2934,2
2935,26
2936,17
2937,17
2938,3
2939,13
2940,15
2941,32
2942,9
2943,28
2944,26
2945,13
2946,26
2947,1
2948,19
2949,13
2950,3
2951,13
2952,37
2953,17
2954,19
2955,37
2956,13
2957,17
2958,1
2959,13
2960,37
2961,1
2962,3
2963,3
2964,37
2965,19
2966,8
2967,17
2968,21
2969,17
2970,1
2971,13
2972,3
2973,1
2974,13
2975,8
2976,4
2977,3
2978,13
2979,32
2980,13
2981,1
2982,16
2983,37
2984,1
2985,17
2986,17
2987,13
2988,13
2989,17
2990,1
2991,4
2992,13
2993,23
2994,21
2995,13
2996,21
2997,8
