Id,Labels
986,4
987,37
988,65
989,3
990,13
991,2
992,13
993,16
994,3
995,1
996,34
997,2
998,43
999,37
1000,34
1001,17
1002,7
1003,12
1004,1
1005,14
1006,14
1007,65
1008,16
1009,1
1010,56
1011,2
1012,29
1013,21
1014,16
1015,37
1016,3
1017,16
1018,2
1019,1
1020,21
1021,2
1022,35
1023,37
1024,29
1025,2
1026,3
1027,35
1028,3
1029,3
1030,43
1031,35
1032,35
1033,2
1034,43
1035,8
1036,2
1037,14
1038,2
1039,8
1040,37
1041,2
1042,19
1043,2
1044,2
1045,62
1046,2
1047,7
1048,2
1049,35
1050,23
1051,29
1052,32
1053,29
1054,2
1055,55
1056,35
1057,43
1058,2
1059,2
1060,43
1061,4
1062,13
1063,13
1064,13
1065,20
1066,28
1067,4
1068,13
1069,1
1070,13
1071,13
1072,13
1073,43
1074,2
1075,2
1076,2
1077,1
1078,19
1079,14
1080,4
1081,4
1082,13
1083,13
1084,19
1085,14
1086,23
1087,16
1088,29
1089,50
1090,2
1091,4
1092,14
1093,4
1094,13
1095,14
1096,13
1097,44
1098,13
1099,2
1100,22
1101,29
1102,2
1103,29
1104,1
1105,4
1106,21
1107,4
1108,13
1109,4
1110,18
1111,13
1112,13
1113,3
1114,17
1115,14
1116,43
1117,20
1118,2
1119,35
1120,37
1121,1
1122,1
1123,35
1124,35
1125,13
1126,13
1127,7
1128,14
1129,35
1130,23
1131,23
1132,13
1133,2
1134,2
1135,2
1136,13
1137,12
1138,1
1139,3
1140,12
1141,59
1142,20
1143,29
1144,17
1145,38
1146,13
1147,13
1148,13
1149,19
1150,44
1151,37
1152,26
1153,7
1154,1
1155,18
1156,26
1157,29
1158,12
1159,16
1160,1
1161,2
1162,1
1163,37
1164,14
1165,12
1166,1
1167,17
1168,2
1169,37
1170,2
1171,4
1172,1
1173,4
1174,2
1175,13
1176,18
1177,19
1178,4
1179,14
1180,13
1181,16
1182,2
1183,2
1184,19
1185,16
1186,1
1187,14
1188,44
1189,13
1190,20
1191,14
1192,23
1193,23
1194,1
1195,26
1196,43
1197,17
1198,2
1199,17
1200,17
1201,12
1202,17
1203,17
1204,17
1205,17
1206,17
1207,17
1208,17
1209,17
1210,16
1211,14
1212,22
1213,17
1214,37
1215,19
1216,20
1217,23
1218,35
1219,2
1220,35
1221,23
1222,3
1223,4
1224,19
1225,21
1226,2
1227,51
1228,1
1229,5
1230,19
1231,18
1232,14
1233,17
1234,17
1235,3
1236,43
1237,4
1238,2
1239,2
1240,2
1241,2
1242,37
1243,16
1244,13
1245,1
1246,2
1247,37
1248,48
1249,21
1250,1
1251,1
1252,1
1253,62
1254,8
1255,1
1256,17
1257,8
1258,13
1259,13
1260,2
1261,17
1262,8
1263,14
1264,4
1265,19
1266,59
1267,2
1268,37
1269,2
1270,17
1271,19
1272,17
1273,37
1274,2
1275,37
1276,2
1277,19
1278,13
1279,17
1280,2
1281,3
1282,2
1283,19
1284,37
1285,37
1286,2
1287,17
1288,46
1289,1
1290,2
1291,2
1292,2
1293,2
1294,44
1295,19
1296,2
1297,2
1298,1
1299,2
1300,2
1301,2
1302,1
1303,19
1304,37
1305,23
1306,3
1307,3
1308,9
1309,9
1310,2
1311,2
1312,28
1313,37
1314,14
1315,14
1316,13
1317,23
1318,35
1319,16
1320,13
1321,16
1322,1
1323,2
1324,4
1325,13
1326,13
1327,13
1328,14
1329,21
1330,4
1331,13
1332,13
1333,14
1334,4
1335,34
1336,13
1337,17
1338,13
1339,4
1340,13
1341,4
1342,3
1343,5
1344,4
1345,32
1346,14
1347,4
1348,13
1349,4
1350,34
1351,2
1352,13
1353,43
1354,2
1355,3
1356,23
1357,2
1358,14
1359,13
1360,43
1361,1
1362,14
1363,2
1364,2
1365,2
1366,42
1367,4
1368,16
1369,13
1370,16
1371,13
1372,44
1373,4
1374,13
1375,13
1376,23
1377,17
1378,3
1379,4
1380,13
1381,13
1382,13
1383,13
1384,4
1385,1
1386,7
1387,13
1388,23
1389,37
1390,29
1391,14
1392,19
1393,37
1394,1
1395,17
1396,17
1397,1
1398,13
1399,14
1400,35
1401,13
1402,13
1403,13
1404,13
1405,13
1406,3
1407,13
1408,14
1409,21
1410,37
1411,37
1412,45
1413,17
1414,29
1415,1
1416,1
1417,50
1418,23
1419,4
1420,50
1421,4
1422,14
1423,13
1424,16
1425,16
1426,13
1427,4
1428,13
1429,1
1430,19
1431,2
1432,13
1433,14
1434,2
1435,1
1436,2
1437,1
1438,13
1439,42
1440,16
1441,16
1442,1
1443,2
1444,16
1445,1
1446,13
1447,1
1448,23
1449,23
1450,13
1451,2
1452,2
1453,4
1454,13
1455,2
1456,65
1457,2
1458,2
1459,13
1460,2
1461,13
1462,4
1463,4
1464,2
1465,13
1466,13
1467,18
1468,2
1469,1
1470,2
1471,17
1472,23
1473,1
1474,13
1475,13
1476,19
1477,1
1478,3
1479,16
1480,13
1481,1
1482,7
1483,1
1484,13
1485,13
1486,2
1487,2
1488,16
1489,16
1490,2
1491,17
1492,2
1493,1
1494,1
1495,17
1496,17
1497,17
1498,17
1499,12
1500,2
1501,4
1502,4
1503,22
1504,16
1505,22
1506,26
1507,2
1508,17
1509,23
1510,14
1511,37
1512,16
1513,37
1514,2
1515,1
1516,2
1517,17
1518,17
1519,16
1520,17
1521,2
1522,17
1523,16
1524,17
1525,12
1526,17
1527,2
1528,2
1529,2
1530,2
1531,2
1532,32
1533,2
1534,23
1535,1
1536,9
1537,2
1538,7
1539,15
1540,13
1541,3
1542,4
1543,5
1544,22
1545,13
1546,3
1547,14
1548,14
1549,37
1550,37
1551,17
1552,59
1553,8
1554,3
1555,43
1556,19
1557,3
1558,37
1559,17
1560,13
1561,29
1562,26
1563,3
1564,8
1565,1
1566,2
1567,37
1568,19
1569,2
1570,37
1571,37
1572,2
1573,16
1574,2
1575,13
1576,13
1577,13
1578,13
1579,1
1580,13
1581,1
1582,1
1583,43
1584,38
1585,13
1586,38
1587,1
1588,21
1589,2
1590,3
1591,4
1592,2
1593,48
1594,1
1595,2
1596,13
1597,4
1598,2
1599,2
1600,15
1601,13
1602,2
1603,3
1604,7
1605,2
1606,21
1607,44
1608,3
1609,13
1610,2
1611,43
1612,13
1613,13
1614,13
1615,2
1616,3
1617,13
1618,1
1619,1
1620,13
1621,2
1622,1
1623,21
1624,16
1625,15
1626,20
1627,2
1628,1
1629,23
1630,19
1631,13
1632,16
1633,35
1634,13
1635,13
1636,2
1637,13
1638,28
1639,1
1640,14
1641,51
1642,26
1643,41
1644,2
1645,13
1646,13
1647,21
1648,56
1649,2
1650,7
1651,13
1652,12
1653,37
1654,38
1655,3
1656,16
1657,2
1658,13
1659,14
1660,2
1661,13
1662,23
1663,35
1664,4
1665,13
1666,13
1667,32
1668,13
1669,13
1670,23
1671,23
1672,29
1673,4
1674,41
1675,13
1676,4
1677,13
1678,13
1679,2
1680,43
1681,37
1682,2
1683,2
1684,13
1685,1
1686,32
1687,1
1688,37
1689,2
1690,26
1691,2
1692,2
1693,29
1694,13
1695,1
1696,15
1697,1
1698,15
1699,34
1700,3
1701,37
1702,2
1703,2
1704,37
1705,2
1706,12
1707,2
1708,25
1709,19
1710,37
1711,37
1712,2
1713,2
1714,2
1715,4
1716,13
1717,2
1718,1
1719,37
1720,13
1721,13
1722,37
1723,35
1724,37
1725,16
1726,2
1727,13
1728,17
1729,13
1730,1
1731,2
1732,13
1733,37
1734,37
1735,13
1736,13
1737,2
1738,1
1739,16
1740,3
1741,2
1742,13
1743,2
1744,21
1745,13
1746,13
1747,13
1748,21
1749,23
1750,2
1751,13
1752,2
1753,31
1754,2
1755,19
1756,31
1757,2
1758,2
1759,13
1760,14
1761,13
1762,35
1763,2
1764,4
1765,19
1766,12
1767,16
1768,19
1769,1
1770,4
1771,2
1772,8
1773,44
1774,1
1775,4
1776,12
1777,1
1778,60
1779,37
1780,1
1781,16
1782,16
1783,2
1784,2
1785,2
1786,16
1787,13
1788,21
1789,1
1790,2
1791,1
1792,1
1793,1
1794,3
1795,8
1796,1
1797,13
1798,65
1799,13
1800,13
1801,1
1802,2
1803,79
1804,13
1805,2
1806,3
1807,26
1808,4
1809,1
1810,13
1811,19
1812,20
1813,13
1814,8
1815,21
1816,4
1817,2
1818,32
1819,13
1820,42
1821,2
1822,13
1823,13
1824,1
1825,2
1826,19
1827,37
1828,29
1829,15
1830,43
1831,2
1832,13
1833,44
1834,2
1835,13
1836,8
1837,2
1838,1
1839,13
1840,2
1841,38
1842,2
1843,40
1844,32
1845,16
1846,23
1847,4
1848,14
1849,17
1850,1
1851,43
1852,13
1853,62
1854,13
1855,56
1856,8
1857,1
1858,2
1859,2
1860,52
1861,2
1862,1
1863,32
1864,40
1865,31
1866,16
1867,1
1868,23
1869,37
1870,3
1871,9
1872,9
1873,13
1874,43
1875,37
1876,19
1877,37
1878,3
1879,13
1880,13
1881,43
1882,13
1883,3
1884,35
1885,15
1886,37
1887,20
1888,1
1889,16
1890,1
1891,1
1892,1
1893,37
1894,13
1895,13
1896,13
1897,20
1898,13
1899,2
1900,3
1901,8
1902,16
1903,13
1904,3
1905,2
1906,2
1907,42
1908,2
1909,2
1910,37
1911,2
1912,3
1913,2
1914,34
1915,13
1916,14
1917,13
1918,13
1919,13
1920,43
1921,37
1922,37
1923,15
1924,20
1925,32
1926,34
1927,37
1928,29
1929,7
1930,13
1931,1
1932,23
1933,32
1934,21
1935,37
1936,13
1937,2
1938,1
1939,2
1940,2
1941,2
1942,19
1943,2
1944,3
1945,13
1946,13
1947,2
1948,1
1949,1
1950,16
1951,2
1952,41
1953,13
1954,1
1955,3
1956,38
1957,16
1958,5
1959,2
1960,1
1961,16
1962,16
1963,1
1964,2
1965,1
1966,1
1967,1
1968,4
1969,1
1970,3
1971,2
1972,32
1973,14
1974,14
1975,13
1976,37
1977,2
1978,13
1979,13
1980,13
1981,2
1982,43
1983,43
1984,37
1985,37
1986,2
1987,43
1988,13
1989,4
1990,37
1991,20
1992,2
1993,43
1994,35
1995,38
1996,32
1997,13
1998,19
1999,32
2000,14
2001,13
2002,4
2003,32
2004,2
2005,13
2006,13
2007,16
2008,1
2009,50
2010,19
2011,37
2012,13
2013,37
2014,26
2015,3
2016,14
2017,65
2018,37
2019,13
2020,13
2021,23
2022,55
2023,3
2024,23
2025,19
2026,40
2027,48
2028,65
2029,43
2030,17
2031,17
2032,1
2033,29
2034,2
2035,1
2036,1
2037,38
2038,37
2039,29
2040,21
2041,16
2042,13
2043,13
2044,7
2045,13
2046,13
2047,43
2048,37
2049,1
2050,7
2051,2
2052,44
2053,3
2054,7
2055,29
2056,13
2057,2
2058,29
2059,37
2060,2
2061,2
2062,16
2063,11
2064,13
2065,16
2066,9
2067,37
2068,2
2069,4
2070,1
2071,20
2072,29
2073,13
2074,17
2075,37
2076,13
2077,17
2078,7
2079,13
2080,3
2081,16
2082,19
2083,17
2084,2
2085,17
2086,14
2087,3
2088,2
2089,16
2090,16
2091,12
2092,1
2093,13
2094,13
2095,14
2096,13
2097,32
2098,32
2099,1
2100,13
2101,17
2102,2
2103,1
2104,59
2105,8
2106,7
2107,13
2108,16
2109,16
2110,1
2111,2
2112,37
2113,17
2114,23
2115,17
2116,17
2117,37
2118,37
2119,2
2120,2
2121,23
2122,8
2123,2
2124,2
2125,17
2126,14
2127,16
2128,29
2129,35
2130,23
2131,3
2132,1
2133,16
2134,16
2135,23
2136,37
2137,2
2138,1
2139,13
2140,15
2141,2
2142,2
2143,2
2144,2
2145,1
2146,2
2147,29
2148,3
2149,3
2150,1
2151,3
2152,19
2153,17
2154,37
2155,2
2156,43
2157,2
2158,23
2159,42
2160,2
2161,19
2162,3
2163,2
2164,2
2165,2
2166,2
2167,18
2168,7
2169,13
2170,7
2171,14
2172,2
2173,2
2174,2
2175,2
2176,3
2177,2
2178,21
2179,9
2180,26
2181,2
2182,2
2183,37
2184,34
2185,1
2186,2
2187,23
2188,3
2189,2
2190,55
2191,23
2192,23
2193,37
2194,20
2195,29
2196,3
2197,37
2198,37
2199,37
2200,19
2201,13
2202,2
2203,4
2204,13
2205,13
2206,13
2207,32
2208,37
2209,2
2210,1
2211,13
2212,13
2213,16
2214,1
2215,38
2216,23
2217,13
2218,30
2219,44
2220,28
2221,2
2222,14
2223,14
2224,14
2225,45
2226,20
2227,1
2228,13
2229,14
2230,20
2231,17
2232,34
2233,2
2234,16
2235,34
2236,29
2237,13
2238,2
2239,8
2240,12
2241,2
2242,2
2243,2
2244,13
2245,13
2246,4
2247,13
2248,36
2249,13
2250,13
2251,13
2252,13
2253,13
2254,13
2255,13
2256,13
2257,13
2258,13
2259,2
2260,44
2261,23
2262,13
2263,13
2264,26
2265,13
2266,1
2267,9
2268,1
2269,4
2270,3
2271,23
2272,3
2273,3
2274,16
2275,17
2276,20
2277,14
2278,14
2279,14
2280,14
2281,1
2282,1
2283,16
2284,1
2285,12
2286,1
2287,1
2288,16
2289,37
2290,37
2291,1
2292,16
2293,37
2294,37
2295,1
2296,14
2297,38
2298,1
2299,12
2300,13
2301,1
2302,13
2303,14
2304,13
2305,16
2306,12
2307,14
2308,37
2309,14
2310,21
2311,1
2312,13
2313,1
2314,35
2315,29
2316,13
2317,35
2318,1
2319,2
2320,1
2321,1
2322,2
2323,7
2324,12
2325,37
2326,16
2327,16
2328,16
2329,37
2330,1
2331,1
2332,19
2333,13
2334,1
2335,17
2336,17
2337,13
2338,13
2339,13
2340,35
2341,3
2342,2
2343,1
2344,1
2345,1
2346,1
2347,13
2348,1
2349,1
2350,12
2351,12
2352,17
2353,14
2354,17
2355,17
2356,17
2357,17
2358,13
2359,17
2360,8
2361,17
2362,13
2363,29
2364,22
2365,16
2366,1
2367,2
2368,42
2369,22
2370,12
2371,16
2372,17
2373,17
2374,12
2375,17
2376,2
2377,13
2378,58
2379,14
2380,14
2381,4
2382,17
2383,1
2384,13
2385,5
2386,24
2387,9
2388,2
2389,42
2390,9
2391,13
2392,3
2393,37
2394,2
2395,26
2396,9
2397,2
2398,15
2399,3
2400,14
2401,40
2402,4
2403,13
2404,9
2405,9
2406,37
2407,9
2408,37
2409,23
2410,43
2411,2
2412,17
2413,9
2414,37
2415,48
2416,2
2417,14
2418,3
2419,14
2420,35
2421,3
2422,14
2423,1
2424,3
2425,65
2426,37
2427,3
2428,3
2429,37
2430,19
2431,35
2432,1
2433,1
2434,37
2435,2
2436,19
2437,2
2438,8
2439,15
2440,13
2441,19
2442,37
2443,1
2444,16
2445,34
2446,2
2447,7
2448,37
2449,13
2450,4
2451,41
2452,13
2453,18
2454,13
2455,13
2456,14
2457,29
2458,1
2459,1
2460,2
2461,4
2462,14
2463,13
2464,3
2465,2
2466,37
2467,3
2468,43
2469,29
2470,32
2471,28
2472,3
2473,4
2474,34
2475,8
2476,8
2477,13
2478,1
2479,2
2480,13
2481,13
2482,3
2483,32
2484,2
2485,13
2486,71
2487,2
2488,2
2489,37
2490,1
2491,12
2492,23
2493,14
2494,23
2495,2
2496,13
2497,51
2498,37
2499,65
2500,42
2501,37
2502,3
2503,13
2504,2
2505,17
2506,19
2507,37
2508,2
2509,13
2510,13
2511,13
2512,17
2513,13
2514,43
2515,4
2516,43
2517,2
2518,2
2519,1
2520,13
2521,1
2522,8
2523,8
2524,13
2525,13
2526,3
2527,13
2528,13
2529,13
2530,26
2531,13
2532,13
2533,13
2534,16
2535,20
2536,14
2537,34
2538,18
2539,8
2540,1
2541,13
2542,4
2543,13
2544,13
2545,13
2546,16
2547,14
2548,16
2549,42
2550,35
2551,1
2552,23
2553,1
2554,3
2555,37
2556,21
2557,1
2558,1
2559,1
2560,17
2561,13
2562,14
2563,1
2564,2
2565,13
2566,1
2567,37
2568,16
2569,13
2570,1
2571,34
2572,26
2573,1
2574,16
2575,26
2576,31
2577,13
2578,21
2579,42
2580,14
2581,37
2582,23
2583,1
2584,37
2585,2
2586,13
2587,8
2588,2
2589,42
2590,48
2591,65
2592,1
2593,2
2594,2
2595,2
2596,17
2597,17
2598,17
2599,17
2600,2
2601,2
2602,2
2603,13
2604,27
2605,13
2606,20
2607,1
2608,16
2609,84
2610,17
2611,14
2612,12
2613,56
2614,27
2615,17
2616,2
2617,23
2618,13
2619,40
2620,8
2621,1
2622,1
2623,17
2624,14
2625,5
2626,16
2627,22
2628,59
2629,18
2630,1
2631,59
2632,59
2633,14
2634,17
2635,42
2636,2
2637,2
2638,2
2639,5
2640,45
2641,65
2642,37
2643,9
2644,37
2645,48
2646,2
2647,5
2648,2
2649,2
2650,12
2651,21
2652,2
2653,2
2654,21
2655,19
2656,1
2657,1
2658,18
2659,20
2660,1
2661,3
2662,3
2663,2
2664,23
2665,2
2666,13
2667,43
2668,8
2669,2
2670,2
2671,28
2672,43
2673,13
2674,16
2675,13
2676,37
2677,1
2678,4
2679,2
2680,37
2681,37
2682,19
2683,13
2684,71
2685,13
2686,13
2687,13
2688,2
2689,13
2690,2
2691,13
2692,13
2693,4
2694,13
2695,43
2696,17
2697,13
2698,35
2699,37
2700,35
2701,37
2702,1
2703,35
2704,19
2705,2
2706,17
2707,13
2708,3
2709,13
2710,41
2711,13
2712,16
2713,13
2714,2
2715,13
2716,23
2717,37
2718,29
2719,2
2720,1
2721,13
2722,2
2723,23
2724,43
2725,19
2726,4
2727,3
2728,2
2729,4
2730,35
2731,13
2732,19
2733,2
2734,70
2735,3
2736,3
2737,17
2738,13
2739,14
2740,21
2741,2
2742,29
2743,2
2744,13
2745,4
2746,13
2747,17
2748,17
2749,32
2750,1
2751,37
2752,15
2753,4
2754,2
2755,15
2756,37
2757,1
2758,13
2759,4
2760,1
2761,13
2762,13
2763,37
2764,19
2765,65
2766,37
2767,4
2768,13
2769,13
2770,1
2771,9
2772,2
2773,3
2774,13
2775,1
2776,5
2777,19
2778,17
2779,1
2780,29
2781,37
2782,1
2783,37
2784,16
2785,32
2786,13
2787,37
2788,13
2789,23
2790,1
2791,23
2792,1
2793,16
2794,23
2795,16
2796,2
2797,2
2798,13
2799,29
2800,11
2801,35
2802,2
2803,1
2804,2
2805,55
2806,2
2807,2
2808,1
2809,17
2810,17
2811,17
2812,17
2813,17
2814,13
2815,2
2816,2
2817,13
2818,2
2819,2
2820,46
2821,2
2822,32
2823,29
2824,22
2825,37
2826,2
2827,2
2828,1
2829,2
2830,16
2831,35
2832,12
2833,2
2834,37
2835,17
2836,81
2837,1
2838,17
2839,17
2840,17
2841,17
2842,1
2843,16
2844,17
2845,1
2846,37
2847,37
2848,4
2849,7
2850,4
2851,2
2852,2
2853,46
2854,29
2855,2
2856,13
2857,5
2858,2
2859,71
2860,37
2861,26
2862,37
2863,2
2864,2
2865,13
2866,37
2867,32
2868,7
2869,23
2870,2
2871,2
2872,2
2873,37
2874,2
2875,17
2876,17
2877,2
2878,17
2879,17
2880,37
2881,37
2882,37
2883,42
2884,2
2885,2
2886,2
2887,37
2888,37
2889,2
2890,2
2891,46
2892,42
2893,23
2894,2
2895,78
2896,2
2897,2
2898,23
2899,2
2900,23
2901,2
2902,2
2903,2
2904,2
2905,37
2906,2
2907,2
2908,2
2909,2
2910,1
2911,37
2912,37
2913,3
2914,42
2915,2
2916,42
2917,42
2918,19
2919,1
2920,15
2921,48
2922,42
2923,38
2924,15
2925,19
2926,2
2927,2
2928,19
2929,2
2930,2
2931,2
2932,2
2933,23
2934,2
2935,26
2936,17
2937,2
2938,72
2939,13
2940,2
2941,28
2942,2
2943,28
2944,26
2945,3
2946,3
2947,1
2948,19
2949,13
2950,4
2951,13
2952,37
2953,17
2954,19
2955,37
2956,13
2957,17
2958,1
2959,4
2960,34
2961,1
2962,37
2963,2
2964,37
2965,19
2966,8
2967,18
2968,21
2969,17
2970,1
2971,13
2972,3
2973,12
2974,13
2975,8
2976,4
2977,3
2978,1
2979,55
2980,13
2981,12
2982,19
2983,4
2984,37
2985,17
2986,17
2987,21
2988,34
2989,17
2990,1
2991,4
2992,5
2993,23
2994,21
2995,13
2996,4
2997,5
